N,exp(-2N),Holevo_Cinf,Dolinar_C1,Kennedy_null,Kennedy_optML,p_null,beta_star,p_star,GG_alpha,GG_beta,GG_K,Kennedy_null_GG,p_null_GG,Kennedy_optML_GG,beta_star_GG,p_star_GG
0.6532670050251257,0.27075687254822295,0.9464526862459153,0.8660586147865289,0.8103456018060025,0.8190038942739039,0.536247903497652,-0.8544375575978604,0.4699376545058557,4.0,2.0,256.0,0.5693708165748246,0.5160606385312152,0.5763289121127307,-0.8845105801991104,0.49291525896892113
0.6633172512562815,0.26536885835046814,0.9485885942007145,0.8703653414405694,0.8158336095518436,0.8241217574714286,0.5353598978710499,-0.8593957041406293,0.470568968462523,4.0,2.0,256.0,0.5729441668947513,0.5151372534013775,0.5793890976945519,-0.8878719489885244,0.4934508718523657
0.6733674974874372,0.2600880646886946,0.9506382774836467,0.8745393204680221,0.8211796885188938,0.8291100471233955,0.534489095457199,-0.8643339098326212,0.47119182440585833,4.0,2.0,256.0,0.5764183032357018,0.5142274989129901,0.5823718797695784,-0.8911691673793094,0.493974914374778
0.683417743718593,0.25491235789307237,0.9526052997390057,0.8785844078584086,0.8263867918489631,0.8339715378003766,0.5336353334037766,-0.8692528520141102,0.471806184877539,4.0,2.0,256.0,0.5797953245543357,0.5133311809907665,0.5852793688572668,-0.894435134063967,0.49449133260984873
0.6934679899497488,0.24983964675342657,0.9544930705536789,0.8825043569595863,0.8314578409633014,0.8387089568343915,0.5327984439527595,-0.8741531542913606,0.472412014234363,4.0,2.0,256.0,0.5830772935975632,0.5124481074228469,0.5881133334254862,-0.8977073942458975,0.4950046700093485
0.7035182361809046,0.2448678816742973,0.9563048526785438,0.8863028208581979,0.8363957246389929,0.8433249851553254,0.5319782547068315,-0.8790354151449924,0.4730092848247665,4.0,2.0,256.0,0.5862662371056759,0.5115780879070562,0.5908751652958628,-0.9010141599722802,0.4955183913839764
0.7135684824120604,0.23999505384681424,0.9580437688644037,0.8899833547169295,0.8412032981468536,0.847822258082886,0.5311745888940688,-0.8839001872592422,0.47359797293941147,4.0,2.0,256.0,0.5893641460430801,0.5107209340911611,0.593566482858731,-0.9042756333196227,0.4960232109393212
0.7236187286432161,0.2352191944370508,0.9597128083369572,0.8935494180690199,0.8458833824499309,0.8522033660776207,0.5303872656305072,-0.8887480189167029,0.47417806113733824,4.0,2.0,256.0,0.5923729758543972,0.509876459607605,0.5961892655590683,-0.9074763712820887,0.49651732230859913
0.7336689748743719,0.23053837379052944,0.961314832933416,0.8970043770704678,0.8504387634616312,0.8564708554542583,0.5296161001802068,-0.8935793908681887,0.4747495363772475,4.0,2.0,256.0,0.5952946467438254,0.5090444801031654,0.5987453746594912,-0.9106153854364513,0.49700066407915366
0.7437192211055277,0.22595070065255785,0.9628525829216763,0.9003515067103802,0.854872191362405,0.8606272290604088,0.528860904212453,-0.8983947708793887,0.4753123893130694,4.0,2.0,256.0,0.5981310439757661,0.5082248132639479,0.6012366382076625,-0.9137239292002773,0.49747681100593466
0.7537694673366835,0.22145432140407986,0.964328682521395,0.9035939929799086,0.8591863799738693,0.8646749469234457,0.528121486055753,-0.9031946015737193,0.47586661769892763,4.0,2.0,256.0,0.6008840181948387,0.5074172788360962,0.6036644961025925,-0.9168275507017782,0.49794876625365897
